id	status	implementation	tests	documentation	notes
OAS-3.1.0-0111	implemented	oas31/model_generated.go	oas31/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.1.0-0112	implemented	media/encoding.go	media/encoding_test.go	README.md#request-body-encoding	Encoding content-type selection deliberately ignores schema contentMediaType both with an explicit Encoding Object contentType and when deriving its default.
OAS-3.1.0-0113	implemented	validate/media_types.go	validate/media_types_test.go	README.md#parse-and-validate	Binary request content is accepted without a schema.
OAS-3.1.0-0114	implemented	validate/media_types.go	validate/media_types_test.go	README.md#parse-and-validate	Request content maps accept multiple distinct specific binary media types.
OAS-3.1.0-0115	implemented	validate/media_types.go	validate/media_types_test.go	README.md#parse-and-validate	Binary file arrays are rejected in non-multipart request content, including explicitly resolved schemas.
OAS-3.1.0-0116	implemented	media/encoding.go	media/encoding_test.go	README.md#request-body-encoding	The bounded form encoder accepts already-stringified complex values and applies interoperable application/x-www-form-urlencoded space and percent encoding.
OAS-3.1.0-0117	implemented	validate/media_types.go	validate/media_types_test.go	README.md#parse-and-validate	Multipart request media types without a schema produce a stable cross-version diagnostic.
OAS-3.1.0-0118	implemented	media/multipart.go	media/multipart_test.go	README.md#request-body-encoding	The deterministic bounded multipart encoder uses a caller-supplied boundary to separate ordered parts.
OAS-3.1.0-0119	implemented	media/encoding.go	media/encoding_test.go	README.md#request-body-encoding	media.EncodingHeaders removes Content-Type case-insensitively from multipart Encoding Object headers.
OAS-3.1.0-0120	implemented	media/encoding.go	media/encoding_test.go	README.md#request-body-encoding	media.EncodingHeaders ignores the entire headers field outside multipart request media types.
OAS-3.1.0-0121	implemented	media/encoding.go	media/encoding_test.go	README.md#parse-and-validate	Version-aware runtime serialization ignores style outside form media and ignores contentType whenever style is explicit.
OAS-3.1.0-0122	implemented	media/encoding.go	media/encoding_test.go	README.md#parse-and-validate	Version-aware runtime serialization ignores style outside form media and ignores contentType whenever style is explicit.
OAS-3.1.0-0123	implemented	media/encoding.go	media/encoding_test.go	README.md#parse-and-validate	Version-aware runtime serialization ignores explode outside form media and ignores contentType whenever explode is explicit.
OAS-3.1.0-0124	implemented	media/encoding.go	media/encoding_test.go	README.md#parse-and-validate	Version-aware runtime serialization ignores explode outside form media and ignores contentType whenever explode is explicit.
OAS-3.1.0-0125	implemented	media/encoding.go	media/encoding_test.go	README.md#request-body-encoding	The version-aware serializer honors allowReserved for form-urlencoded content, ignores contentType when explicit, and reports the field ignored outside form and multipart content.
OAS-3.1.0-0126	implemented	media/encoding.go	media/encoding_test.go	README.md#parse-and-validate	Version-aware runtime serialization ignores allowReserved outside form media and ignores contentType whenever allowReserved is explicit.
OAS-3.1.0-0127	implemented	media/encoding.go	media/encoding_test.go	README.md#parse-and-validate	Version-aware runtime serialization ignores allowReserved outside form media and ignores contentType whenever allowReserved is explicit.
OAS-3.1.0-0128	implemented	oas31/model_generated.go	oas31/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.1.0-0129	implemented	response/select.go	response/select_test.go	README.md#response-selection	Response selection applies exact-code precedence over uppercase wildcard ranges and then uses default as fallback.
OAS-3.1.0-0130	implemented	validate/responses.go	validate/responses_test.go	README.md#parse-and-validate	Every operation Responses Object is checked for a default, exact HTTP response code, or uppercase response range.
OAS-3.1.0-0131	implemented	validate/responses.go	validate/responses_test.go	README.md#parse-and-validate	Responses without an explicit successful status are reported as recommendations.
OAS-3.1.0-0132	implemented	response/select.go	response/select_test.go	README.md#response-selection	response.Select chooses an exact three-digit response before an uppercase wildcard range and default.
OAS-3.1.0-0133	implemented	response/select.go	response/select_test.go	README.md#response-selection	Response selection applies exact-code precedence over uppercase wildcard ranges and then uses default as fallback.
OAS-3.1.0-0134	implemented	oas31/model_generated.go	oas31/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.1.0-0135	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Pinned official data-model validation rejects omission, with explicit cross-version required-field tests.
OAS-3.1.0-0136	implemented	document.go	document_test.go	README.md#typed-views-and-lossless-values	CommonMark source is accepted as an opaque description string and preserved losslessly without rendering.
OAS-3.1.0-0137	implemented	response/select.go	response/select_test.go	README.md#response-selection	response.Headers removes Content-Type case-insensitively from Response Object header maps.
OAS-3.1.0-0138	implemented	oas31/model_generated.go	oas31/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.1.0-0139	implemented	oas31/model_generated.go	oas31/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.1.0-0140	implemented	document.go	document_test.go	README.md#typed-views-and-lossless-values	CommonMark source is accepted as an opaque description string and preserved losslessly without rendering.
OAS-3.1.0-0141	implemented	oas31/model_generated.go	oas31/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.1.0-0142	implemented	validate/examples.go	validate/examples_test.go	README.md#parse-and-validate	Inline and internally referenced examples are checked against compilable associated schemas and incompatibility is reported.
OAS-3.1.0-0143	implemented	validate/links.go	validate/links_test.go	README.md#parse-and-validate	Mutual exclusion and URI syntax are checked, and authorized internal, relative, and external targets must identify Operation Objects.
OAS-3.1.0-0144	implemented	validate/references.go	validate/links_test.go	README.md#references	Relative operationRef values resolve from the explicitly supplied document base through the authorized resolver.
OAS-3.1.0-0145	implemented	document.go	document_test.go	README.md#typed-views-and-lossless-values	CommonMark source is accepted as an opaque description string and preserved losslessly without rendering.
OAS-3.1.0-0146	implemented	oas31/model_generated.go	oas31/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.1.0-0147	implemented	validate/links.go	validate/links_test.go	README.md#parse-and-validate	Every Link Object must select exactly one operation target field.
OAS-3.1.0-0148	implemented	validate/paths.go	validate/paths_test.go	README.md	Operation identifiers are compared case-sensitively and must be unique across the document operation scope.
OAS-3.1.0-0149	implemented	validate/links.go	validate/links_test.go	README.md#parse-and-validate	Relative operationRef values resolve operations that do not declare operationId.
OAS-3.1.0-0150	implemented	validate/links.go	validate/links_test.go	README.md#parse-and-validate	Relative operationRef values resolve operations that do not declare operationId.
OAS-3.1.0-0151	implemented	validate/links.go	validate/links_test.go	README.md#parse-and-validate	Link request expressions are checked against effective parent parameters across inline, reusable, and authorized external Path Item and Callback operations.
OAS-3.1.0-0152	implemented	validate/headers.go	validate/headers_test.go	README.md#parse-and-validate	Header Objects reject explicit identity, non-header traits, and non-simple styles.
OAS-3.1.0-0153	implemented	validate/headers.go	validate/headers_test.go	README.md#parse-and-validate	Header Objects reject explicit identity, non-header traits, and non-simple styles.
OAS-3.1.0-0154	implemented	validate/headers.go	validate/headers_test.go	README.md#parse-and-validate	Header Objects reject explicit identity, non-header traits, and non-simple styles.
OAS-3.1.0-0155	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Pinned official data-model validation rejects omission, with explicit cross-version required-field tests.
OAS-3.1.0-0156	implemented	document.go	document_test.go	README.md#typed-views-and-lossless-values	CommonMark source is accepted as an opaque description string and preserved losslessly without rendering.
OAS-3.1.0-0157	implemented	oas31/model_generated.go	oas31/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.1.0-0158	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Reference-only sibling fields cannot form a Reference Object unless the required $ref identifier is present.
OAS-3.1.0-0159	implemented	reference/resolve.go	reference/errors_test.go	README.md#references	Reference identifiers are parsed as URI references and malformed syntax retains ErrInvalidReference classification.
OAS-3.1.0-0160	implemented	reference/dereference.go	reference/dereference_test.go	README.md#references	Dereferencing applies summary only when the referenced object type defines that field.
OAS-3.1.0-0161	implemented	reference/dereference.go	reference/dereference_test.go	README.md#references	Dereferencing applies description only when the referenced object type defines that field.
OAS-3.1.0-0162	implemented	document.go	document_test.go	README.md#typed-views-and-lossless-values	CommonMark source is accepted as an opaque description string and preserved losslessly without rendering.
OAS-3.1.0-0163	implemented	reference/dereference.go	reference/dereference_test.go	README.md#references	Object dereferencing discards every undefined Reference Object sibling while applying only version- and target-legal overlays.
OAS-3.1.0-0164	implemented	document.go	document_test.go	README.md#typed-views-and-lossless-values	CommonMark source is accepted as an opaque description string and preserved losslessly without rendering.
OAS-3.1.0-0165	implemented	validate/schemas.go	validate/schemas_test.go	README.md#parse-and-validate	XML metadata outside property Schema Objects is reported as ineffective.
OAS-3.1.0-0166	implemented	oas31/model_generated.go	oas31/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.1.0-0167	implemented	oas31/model_generated.go	oas31/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.1.0-0168	implemented	validate/schemas.go	validate/schemas_test.go	README.md#parse-and-validate	Discriminator properties must appear in their Schema Object required list.
OAS-3.1.0-0169	implemented	jsonschema/compiler.go	jsonschema/compiler_test.go	README.md#openapi-schema-objects	Schema resource roots honor declared dialects, support pinned OAS dialects and explicit loaders, and otherwise use the selected OAS default.
OAS-3.1.0-0170	implemented	jsonschema/compiler.go	jsonschema/compiler_test.go	README.md#openapi-schema-objects	Schema resource roots honor declared dialects, support pinned OAS dialects and explicit loaders, and otherwise use the selected OAS default.
OAS-3.1.0-0171	implemented	jsonschema/compiler.go	jsonschema/compiler_test.go	README.md#openapi-schema-objects	Schema resource roots honor declared dialects, support pinned OAS dialects and explicit loaders, and otherwise use the selected OAS default.
OAS-3.1.0-0172	implemented	jsonschema/compiler.go	jsonschema/compiler_test.go	README.md#openapi-schema-objects	Schema resource roots honor declared dialects, support pinned OAS dialects and explicit loaders, and otherwise use the selected OAS default.
OAS-3.1.0-0173	implemented	jsonschema/compiler.go	jsonschema/compiler_test.go	README.md#json-schema-integration	The document default and per-resource override select the normative OpenAPI 3.1 dialect.
OAS-3.1.0-0174	implemented	jsonschema/compiler.go	jsonschema/compiler_test.go	README.md#openapi-schema-objects	Schema resource roots honor declared dialects, support pinned OAS dialects and explicit loaders, and otherwise use the selected OAS default.
OAS-3.1.0-0175	implemented	validate/schemas.go	validate/schemas_test.go	README.md#parse-and-validate	The selected official Schema Object rules require discriminator propertyName and cross-version tests exercise the requirement.
OAS-3.1.0-0176	implemented	oas31/model_generated.go	oas31/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.1.0-0177	implemented	jsonschema/compiler.go	jsonschema/compiler_test.go	README.md#openapi-schema-objects	OpenAPI response schemas can evaluate oneOf alternatives across every supported OpenAPI revision.
OAS-3.1.0-0178	implemented	discriminator/select.go	discriminator/select_test.go	README.md#discriminator-selection	Discriminator selection returns a schema hint independently from canonical validation.
OAS-3.1.0-0179	implemented	discriminator/select.go	discriminator/select_test.go	README.md#discriminator-selection	Explicit mappings override implicit schema-name selection and return the mapped target without I/O.
OAS-3.1.0-0180	implemented	validate/instance.go	validate/instance_test.go	README.md#discriminator-selection	SchemaInstance validates explicit and implicit local targets and fails with a stable discriminator diagnostic when no schema can be determined.
OAS-3.1.0-0181	implemented	discriminator/select.go	discriminator/select_test.go	README.md#discriminator-selection	Lossless JSON object member names provide string mapping keys and mapping targets must be non-empty strings.
OAS-3.1.0-0182	implemented	discriminator/select.go	discriminator/select_test.go	README.md#discriminator-selection	The optional value-conversion allowance is deliberately not applied; discriminator instance values must be strings.
OAS-3.1.0-0183	implemented	validate/schemas.go	validate/schemas_test.go	README.md#discriminator-selection	Adjacent oneOf and anyOf lists must include mapping targets and every known transitive allOf descendant; parent-only discriminators retain inherited alternatives.
OAS-3.1.0-0184	implemented	validate/schemas.go	validate/schemas_test.go	README.md#discriminator-selection	A discriminator on a named parent schema discovers every transitive named allOf descendant as an alternative.
OAS-3.1.0-0185	implemented	validate/schemas.go	validate/schemas_test.go	README.md#parse-and-validate	Array XML metadata warns when no explicit element name is declared.
OAS-3.1.0-0186	implemented	validate/schemas.go	validate/schemas_test.go	README.md#parse-and-validate	XML namespace values must be non-relative URI references across every supported OpenAPI version.
OAS-3.1.0-0187	implemented	validate/schemas.go	validate/schemas_test.go	README.md#parse-and-validate	XML wrapped is restricted to array Schema Objects.
OAS-3.1.0-0188	implemented	oas31/model_generated.go	oas31/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.1.0-0189	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Pinned official data-model validation enforces conditional security and OAuth fields across every supported revision.
OAS-3.1.0-0190	implemented	document.go	document_test.go	README.md#typed-views-and-lossless-values	CommonMark source is accepted as an opaque description string and preserved losslessly without rendering.
OAS-3.1.0-0191	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Pinned official data-model validation enforces conditional security and OAuth fields across every supported revision.
OAS-3.1.0-0192	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Pinned official data-model validation enforces conditional security and OAuth fields across every supported revision.
OAS-3.1.0-0193	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Pinned official data-model validation enforces conditional security and OAuth fields across every supported revision.
OAS-3.1.0-0194	implemented	validate/security.go	validate/security_test.go	README.md#parse-and-validate	HTTP authentication scheme names are checked case-insensitively against the checksum-pinned IANA registry.
OAS-3.1.0-0195	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Pinned official data-model validation enforces conditional security and OAuth fields across every supported revision.
OAS-3.1.0-0196	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Pinned official data-model validation enforces conditional security and OAuth fields across every supported revision.
OAS-3.1.0-0197	implemented	validate/security.go	validate/security_test.go	README.md#parse-and-validate	OpenID Connect URL references are syntax-checked.
OAS-3.1.0-0198	implemented	oas31/model_generated.go	oas31/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.1.0-0199	implemented	oas31/model_generated.go	oas31/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.1.0-0200	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Pinned official data-model validation enforces conditional security and OAuth fields across every supported revision.
OAS-3.1.0-0201	implemented	validate/security.go	validate/security_test.go	README.md#parse-and-validate	OAuth authorization URL references are syntax-checked.
OAS-3.1.0-0202	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Pinned official data-model validation enforces conditional security and OAuth fields across every supported revision.
OAS-3.1.0-0203	implemented	validate/security.go	validate/security_test.go	README.md#parse-and-validate	OAuth token URL references are syntax-checked.
OAS-3.1.0-0204	implemented	validate/security.go	validate/security_test.go	README.md#parse-and-validate	OAuth refresh URL references are syntax-checked when present.
OAS-3.1.0-0205	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Pinned official data-model validation enforces conditional security and OAuth fields across every supported revision.
OAS-3.1.0-0206	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	OAuth flow validation requires the scopes field while accepting an empty scope map.
OAS-3.1.0-0207	implemented	oas31/model_generated.go	oas31/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.1.0-0208	implemented	validate/security.go	validate/security_test.go	README.md#security-requirements	Declared inline, internal, and explicitly resolved external Security Schemes drive OAuth scope validation.
OAS-3.1.0-0209	implemented	security/evaluate.go	security/evaluate_test.go	README.md#security-requirements	All schemes within one Security Requirement Object must be satisfied while array entries remain alternatives.
OAS-3.1.0-0210	implemented	validate/security.go	validate/security_test.go	README.md#security-requirements	Inline, internal, and explicitly resolved external schemes enforce OAuth scopes and non-OAuth role labels.
OAS-3.1.0-0211	implemented	validate/security.go	validate/security_test.go	README.md#security-requirements	OAuth requirement scope lists may be empty for inline, internal, and explicitly resolved external schemes.
OAS-3.1.0-0212	implemented	validate/security.go	validate/security_test.go	README.md#security-requirements	Non-OAuth requirement role labels remain accepted after inline, internal, or external scheme resolution.
OAS-3.1.0-0213	implemented	oas31/model_generated.go	oas31/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.1.0-0214	implemented	validate/document.go	validate/paths_test.go	README.md#parse-and-validate	Empty Paths and Path Item Objects are accepted across every supported version; authorization-driven filtering is an optional producer concern.
OAS-3.1.0-0215	implemented	compose/filter.go	compose/filter_test.go	README.md#operation-filtering	An explicit caller predicate can retain or remove operations according to their security requirements.
OAS-3.1.0-0216	implemented	validate/document.go	validate/paths_test.go	README.md#parse-and-validate	Validation accepts both empty Paths Objects and visible empty Path Item Objects across supported revisions.
OAS-3.1.0-0217	implemented	validate/document.go	validate/paths_test.go	README.md#parse-and-validate	Validation accepts both empty Paths Objects and visible empty Path Item Objects across supported revisions.
OAS-3.1.1-0001	implemented	validate/root.go	validate/root_test.go	README.md#parse-and-validate	The root must contain components, paths, or webhooks.
OAS-3.1.1-0002	implemented	validate/paths.go	validate/paths_test.go	README.md#parse-and-validate	Template expressions are matched against inline and resolved Path Item parameters at each use site.
OAS-3.1.1-0003	implemented	parameter/encode.go	parameter/encode_test.go	README.md#parameter-serialization	Every legal path style percent-encodes slash, question mark, and hash characters in parameter values.
OAS-3.1.1-0004	implemented	validate/media_types.go	validate/media_types_test.go	README.md#parse-and-validate	Content map names are validated as RFC 6838 media types or media ranges.
OAS-3.1.1-0005	implemented	validate/responses.go	validate/responses_test.go	README.md#parse-and-validate	Exact response codes absent from the checksum-pinned IANA registry produce version-aware recommendation diagnostics.
OAS-3.1.1-0006	implemented	validate/document.go	validate/document_test.go	README.md#parse-and-validate	The package deliberately rejects or reports ambiguous inputs instead of emulating undefined historical behavior.
OAS-3.1.1-0007	implemented	validate/document.go	validate/document_test.go	README.md#parse-and-validate	The package deliberately rejects or reports ambiguous inputs instead of emulating undefined historical behavior.
OAS-3.1.1-0008	implemented	validate/document.go	validate/document_test.go	README.md#parse-and-validate	The package deliberately rejects or reports ambiguous inputs instead of emulating undefined historical behavior.
OAS-3.1.1-0009	implemented	specversion/version.go	specversion/version_test.go	README.md#supported-document-lines	Every supported patch revision maps to its shared major-minor feature dialect while preserving the exact marker.
OAS-3.1.1-0010	implemented	specversion/version.go	specversion/version_test.go	README.md#supported-document-lines	Every supported patch revision maps to its shared major-minor feature dialect while preserving the exact marker.
OAS-3.1.1-0011	implemented	specversion/version.go	specversion/version_test.go	README.md#supported-document-lines	Every supported patch revision maps to its shared major-minor feature dialect while preserving the exact marker.
OAS-3.1.1-0012	implemented	parse/json.go	parse/json_test.go	README.md#parse-and-validate	Duplicate JSON object and YAML mapping names are rejected before patterned fields can collide.
OAS-3.1.1-0013	implemented	parse/yaml.go	parse/yaml_test.go	README.md	YAML input is constrained to the JSON-compatible YAML 1.2 semantic subset.
OAS-3.1.1-0014	implemented	parse/yaml.go	parse/yaml_test.go	README.md	YAML input is constrained to the JSON-compatible YAML 1.2 semantic subset.
OAS-3.1.1-0015	implemented	parse/yaml.go	parse/yaml_test.go	README.md#parse-and-validate	Strict YAML parsing rejects every non-string mapping key.
OAS-3.1.1-0016	implemented	reference/resolve.go	reference/resolve_test.go	README.md#references	Explicit resolvers support descriptions distributed across complete caller-authorized resources without implicit I/O.
OAS-3.1.1-0017	implemented	validate/root.go	validate/root_test.go	README.md#parse-and-validate	A supplied entry-document retrieval URI warns unless its final path segment is openapi.json or openapi.yaml.
OAS-3.1.1-0018	implemented	reference/resolve.go	reference/resolve_test.go	README.md#references	Resolution receives and searches a complete resource root before evaluating a requested pointer or anchor.
OAS-3.1.1-0019	implemented	reference/resolve.go	reference/resolve_test.go	README.md#parse-and-validate	No isolated-fragment parser is exposed; complete resource parsing prevents base-URI-changing keywords from being skipped.
OAS-3.1.1-0020	implemented	reference/bundle.go	reference/bundle_test.go	README.md#references	Bundling detects references whose known target registry conflicts with the source context and returns an explicit error.
OAS-3.1.1-0021	implemented	reference/bundle.go	reference/bundle_test.go	README.md#references	Bundling rejects structurally ambiguous cross-registry use rather than guessing an Object type.
OAS-3.1.1-0022	implemented	implicit/resolve.go	implicit/resolve_test.go	README.md#implicit-connections	URI-based operationRef and discriminator mapping alternatives are exposed and documented as preferable for portable multi-document descriptions.
OAS-3.1.1-0023	implemented	implicit/resolve.go	implicit/resolve_test.go	README.md#implicit-connections	ResolveOperationID scans bounded Operation Objects across every caller-supplied parsed document and reports duplicate identifiers as ambiguous.
OAS-3.1.1-0024	implemented	implicit/resolve.go	implicit/resolve_test.go	README.md#implicit-connections	Component and tag names resolve from the entry document by default, with current-document behavior available only through an explicit scope option.
OAS-3.1.1-0025	implemented	jsonschema/compiler.go	jsonschema/compiler_test.go	README.md#openapi-schema-objects	Registry formats remain optional; unknown format names are accepted while their underlying JSON Schema constraints remain enforced.
OAS-3.1.1-0026	implemented	jsonschema/compiler.go	jsonschema/compiler_test.go	README.md	Unknown format names are accepted while the underlying JSON Schema type remains enforced.
OAS-3.1.1-0027	implemented	media/encoding.go	media/encoding_test.go	README.md#parse-and-validate	Encoding content-type selection uses Encoding Object values and defaults without consulting a contradictory Schema Object contentMediaType.
OAS-3.1.1-0028	implemented	validate/instance.go	validate/instance_test.go	README.md#parse-and-validate	BinaryMediaLength applies Schema Object maxLength to an unencoded payload's octet count without loading its bytes.
OAS-3.1.1-0029	implemented	document.go	document_test.go	README.md#typed-views-and-lossless-values	Rich-text source is preserved byte-for-byte; this package does not render rich text, so the conditional CommonMark renderer requirement does not apply.
OAS-3.1.1-0030	implemented	document.go	document_test.go	README.md#typed-views-and-lossless-values	Rich-text source is preserved byte-for-byte; this package does not render rich text or define extension rendering semantics.
OAS-3.1.1-0031	implemented	document.go	document_test.go	README.md#typed-views-and-lossless-values	The package deliberately defines no rich-text rendering extensions and preserves extension source for caller-owned renderers.
OAS-3.1.1-0032	implemented	document.go	document_test.go	README.md#typed-views-and-lossless-values	The documented opaque-source policy prevents package-specific rendering extensions from being mistaken for interoperable OpenAPI behavior.
OAS-3.1.1-0033	implemented	validate/metadata.go	validate/metadata_test.go	README.md#parse-and-validate	OpenAPI URI fields accept valid relative URI references unless a field imposes a stronger requirement.
OAS-3.1.1-0034	implemented	jsonschema/compiler.go	jsonschema/compiler_test.go	README.md#openapi-schema-objects	Relative schema references use the nearest $id and fall back to an explicitly supplied absolute document retrieval URI.
OAS-3.1.1-0035	implemented	reference/resolve.go	reference/resolve_test.go	README.md#references	Callers explicitly supply each resource retrieval URI, which remains distinct from its canonical URI throughout resolution.
OAS-3.1.1-0036	implemented	reference/resolve.go	reference/resolve_test.go	README.md#references	JSON and YAML resource fragments use RFC 6901 JSON Pointer parsing and resolution, with named anchors handled separately.
OAS-3.1.1-0037	implemented	validate/metadata.go	validate/metadata_test.go	README.md#parse-and-validate	OpenAPI URL fields accept valid relative URI references unless a field imposes a stronger requirement.
OAS-3.1.1-0038	implemented	server/resolve.go	server/resolve_test.go	README.md#server-url-expansion	Relative API URL references resolve through RFC 3986 against caller-selected absolute or relative expanded Server Object URLs.
OAS-3.1.1-0039	implemented	validate/schemas.go	validate/prose_authority_internal_test.go	README.md#parse-and-validate	Prose-derived Schema Object diagnostics remain active and authoritative even when the informational schema validator reports success.
OAS-3.1.1-0040	implemented	oas31/model_generated.go	oas31/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated fields preserve optional absence independently from explicit null and concrete values.
OAS-3.1.1-0041	implemented	oas31/model_generated.go	oas31/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated fields preserve optional absence independently from explicit null and concrete values.
OAS-3.1.1-0042	implemented	oas31/model_generated.go	oas31/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated fields preserve optional absence independently from explicit null and concrete values.
OAS-3.1.1-0043	implemented	oas31/model_generated.go	oas31/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated fields preserve optional absence independently from explicit null and concrete values.
OAS-3.1.1-0044	implemented	document.go	document_test.go	README.md#supported-document-lines	The OpenAPI marker is required for document selection.
OAS-3.1.1-0045	implemented	version.go	version_test.go	README.md#supported-document-lines	The exact supported specification version is parsed and preserved.
OAS-3.1.1-0046	implemented	document.go	document_test.go	README.md#supported-document-lines	The openapi marker selects the version-specific document model and remains available as the exact specification version.
OAS-3.1.1-0047	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Pinned official data-model validation rejects omission, with explicit cross-version required-field tests.
OAS-3.1.1-0048	implemented	document.go	document_test.go	README.md#typed-views-and-lossless-values	Info metadata remains lossless and available to callers and tooling without package-imposed interpretation.
OAS-3.1.1-0049	implemented	validate/root.go	validate/root_test.go	README.md#parse-and-validate	Root schema dialect identifiers must be non-relative URIs.
OAS-3.1.1-0050	implemented	compose/filter.go	compose/filter_test.go	README.md#operation-filtering	Webhook Path Items are exposed as ordinary operation-bearing surfaces and can be independently retained or removed.
OAS-3.1.1-0051	implemented	compose/filter.go	compose/filter_test.go	README.md#operation-filtering	Webhook Path Items are exposed as ordinary operation-bearing surfaces and can be independently retained or removed.
OAS-3.1.1-0052	implemented	document.go	document_test.go	README.md#typed-views-and-lossless-values	Declared and undeclared operation tags preserve source order; the package does not randomly reorganize undeclared tags.
OAS-3.1.1-0053	implemented	validate/tags.go	validate/tags_test.go	README.md#parse-and-validate	Local tag-name uniqueness is fully checked.
OAS-3.1.1-0054	implemented	oas31/model_generated.go	oas31/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.1.1-0055	implemented	document.go	document_test.go	README.md#typed-views-and-lossless-values	Lossless typed Info views expose metadata to clients and documentation tools without altering its source representation.
OAS-3.1.1-0056	implemented	document.go	document_test.go	README.md#typed-views-and-lossless-values	Lossless typed Info views expose metadata to clients and documentation tools without altering its source representation.
OAS-3.1.1-0057	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Pinned official data-model validation rejects omission, with explicit cross-version required-field tests.
OAS-3.1.1-0058	implemented	document.go	document_test.go	README.md#typed-views-and-lossless-values	CommonMark source is accepted as an opaque description string and preserved losslessly without rendering.
OAS-3.1.1-0059	implemented	validate/metadata.go	validate/metadata_test.go	README.md#parse-and-validate	Terms of Service URLs must be valid URI references.
OAS-3.1.1-0060	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Pinned official data-model validation rejects omission, with explicit cross-version required-field tests.
OAS-3.1.1-0061	implemented	oas31/model_generated.go	oas31/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.1.1-0062	implemented	validate/metadata.go	validate/metadata_test.go	README.md#parse-and-validate	Contact URLs must be valid URI references.
OAS-3.1.1-0063	implemented	validate/metadata.go	validate/metadata_test.go	README.md#parse-and-validate	Contact emails must be address-only RFC mailboxes.
OAS-3.1.1-0064	implemented	oas31/model_generated.go	oas31/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.1.1-0065	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Pinned official data-model validation rejects omission, with explicit cross-version required-field tests.
